date,category,title,price
2021-08-14 15:56:03.534969,베이스메이크업,클리오 킬커버 앰플 쿠션 15g (SPF50+),6850
2021-08-14 15:56:03.534969,베이스메이크업,에스티로더 퓨처리스트 아쿠아 브릴리언스 ...,58100
2021-08-14 15:56:03.534969,베이스메이크업,VDL 엑스퍼트 컬러 프라이머 포 아이즈 6.5...,8280
2021-08-14 15:56:03.534969,베이스메이크업,파넬 시카마누 세럼쿠션 15g(SPF45),37000
2021-08-14 15:56:03.534969,색조메이크업,강블리 동백 벨벳 틴트 3.5g,2300
2021-08-14 15:56:03.534969,색조메이크업,디올 어딕트 립 글로우 3.5g,17160
2021-08-14 15:56:03.534969,색조메이크업,강블리 메이크 펜 아이라이너 0.5ml,4000
2021-08-14 15:56:03.534969,색조메이크업,에스큐제약 자라다 속눈썹 영양제 아이래쉬...,22300
2021-08-14 15:56:03.534969,색조메이크업,맥 립스틱 3g,13790
2021-08-14 15:56:03.534969,색조메이크업,투쿨포스쿨 아트클래스 프로타주 펜슬 1.5g,4900
2021-08-14 15:56:03.534969,색조메이크업,아이포레스트 속눈썹영양제 아이세럼 5ml,19780
2021-08-14 15:56:03.534969,색조메이크업,어뮤즈 듀 틴트 4g,10000
2021-08-14 15:56:03.534969,색조메이크업,맥 파우더 키스 립스틱 3g,13200
2021-08-14 15:56:03.534969,색조메이크업,클리오 프로 아이 팔레트 6g,14900
2021-08-14 15:56:03.534969,색조메이크업,홀리카홀리카 홀리팝 쌍테라이너 0.5g,4620
2021-08-14 15:56:03.534969,색조메이크업,크리니크 치크 팝 3.5g,15530
2021-08-14 15:56:03.534969,색조메이크업,해피바이오 페이스팩토리 속눈썹 영양제 배...,9980
2021-08-14 15:56:03.534969,색조메이크업,페리페라 올테이크 무드 팔레트 6.8g,10000
2021-08-14 15:56:03.534969,색조메이크업,헤라 센슈얼 파우더 매트 5g,15980
2021-08-14 15:56:03.534969,색조메이크업,슈에무라 하드 포뮬라 아이브로우 펜슬 4g,19540
2021-08-14 15:56:03.534969,색조메이크업,헤라 센슈얼 스파이시 누드 밤 3.5g,16470
2021-08-14 15:56:03.534969,색조메이크업,바이오더마 아토덤 립밤 4g,1980
2021-08-14 15:56:03.534969,색조메이크업,입생로랑 베르니 아 레브르 워터스테인 5.9...,36640
2021-08-14 15:56:03.534969,색조메이크업,클리오 샤프 쏘 심플 워터프루프 펜슬 라이...,5170
2021-08-14 15:56:03.534969,색조메이크업,키스미 히로인 메이크 스무스 리퀴드 아이라...,5400
2021-08-14 15:56:03.534969,색조메이크업,헤라 센슈얼 프레쉬 누드 틴트 7ml,19200
2021-08-14 15:56:03.534969,색조메이크업,페리페라 잉크 더 에어리 벨벳 4g,4430
2021-08-14 15:56:03.534969,색조메이크업,입생로랑 따뚜아쥬 꾸뛰르 타투 틴트 6ml,23680
2021-08-14 15:56:03.534969,색조메이크업,3CE 벨벳 립 틴트 4g,4240
2021-08-14 15:56:03.534969,색조메이크업,릴리바이레드 앙큼 라이어 코팅 틴트 3.5ml,4900
2021-08-14 15:56:03.534969,색조메이크업,레어카인드 오버스머지 립 틴트 4g,12600
2021-08-14 15:56:03.534969,색조메이크업,입생로랑 따뚜아쥬 꾸뛰르 벨벳 틴트 6ml,37040
2021-08-14 15:56:03.534969,색조메이크업,이니스프리 납작 아이브로우 펜슬 0.3g,1680
2021-08-14 15:56:03.534969,색조메이크업,클리오 킬브로우 오토 하드 브로우 펜슬 0....,10290
2021-08-14 15:56:03.534969,색조메이크업,3CE 무드 레시피 멀티 아이 컬러 팔레트 8....,25470
2021-08-14 15:56:03.534969,색조메이크업,삐아 라스트 오토 젤 아이라이너 0.5g,4070
2021-08-14 15:56:03.534969,색조메이크업,에뛰드 룩 앳 마이 아이즈 카페 2g,1810
2021-08-14 15:56:03.534969,색조메이크업,롬앤 쥬시 래스팅 틴트 5.5g,4990
2021-08-14 15:56:03.534969,색조메이크업,입생로랑 루쥬 볼립떼 샤인 4.5g,27900
2021-08-14 15:56:03.534969,색조메이크업,헤라 센슈얼 스파이시 누드 글로스 5g,16790
2021-08-14 15:56:03.534969,색조메이크업,맥 파우더 키스 리퀴드 립컬러 5ml,24700
2021-08-14 15:56:03.534969,색조메이크업,롬앤 베러 댄 팔레트 6g,22200
2021-08-14 15:56:03.534969,색조메이크업,바비브라운 엑스트라 립 틴트 2.3g,28900
2021-08-14 15:56:03.534969,색조메이크업,페리페라 잉크 더 벨벳 AD 4g,3890
2021-08-14 15:56:03.534969,색조메이크업,나우코스 한조컬렉션 데일리 인텐시브 아이...,26000
2021-08-14 15:56:03.534969,색조메이크업,투쿨포스쿨 아트 클래스 바이로댕 쉐딩 9.5...,7430
2021-08-14 15:56:03.534969,색조메이크업,3CE 무드 레시피 매트 립 컬러 3.5g,4780
2021-08-14 15:56:03.534969,색조메이크업,나스 블러쉬 4.8g,21090
2021-08-14 15:56:03.534969,색조메이크업,페리페라 잉크 더 에어리 벨벳 스틱 3.6g,4410
2021-08-14 15:56:03.534969,색조메이크업,에스쁘아 리얼 아이 팔레트 10g,15190
2021-08-14 15:56:03.534969,색조메이크업,키스미 헤비 로테이션 컬러링 아이브로우 8...,8750
2021-08-14 15:56:03.534969,색조메이크업,클리오 프리즘 에어 하이라이터 7g,10550
2021-08-14 15:56:03.534969,색조메이크업,클리오 프리즘 에어 아이 팔레트 8.8g,9690
2021-08-14 15:56:03.534969,색조메이크업,3CE 블러 워터 틴트 4.6g,11540
2021-08-14 15:56:03.534969,색조메이크업,그레이스클럽 코스노리 롱 액티브 아이래쉬...,8310
2021-08-14 15:56:03.534969,색조메이크업,마몽드 크리미 틴트 컬러 밤 인텐스 2.5g,3260
2021-08-14 15:56:03.534969,색조메이크업,에뛰드 픽싱 틴트 4g,5780
2021-08-14 15:56:03.534969,색조메이크업,바비브라운 롱웨어 크림 섀도우 스틱 1.6g,30500
2021-08-14 15:56:03.534969,색조메이크업,베네피트 프리사이슬리 마이 브로우 펜슬 0...,21200
2021-08-14 15:56:03.534969,색조메이크업,토니모리 퍼펙트 립스 쇼킹 립 4g,5120
2021-08-14 15:56:03.534969,색조메이크업,나스 벨벳 매트 립펜슬 2.4g,14000
2021-08-14 15:56:03.534969,색조메이크업,토니모리 백젤 아이라이너 Z 4g,4900
2021-08-14 15:56:03.534969,색조메이크업,씨스터앤 더블이펙트 워터프루프 아이펜슬 ...,8880
2021-08-14 15:56:03.534969,색조메이크업,아리따움 모노 아이즈,2250
2021-08-14 15:56:03.534969,색조메이크업,페리페라 잉크 마뜨 블러 틴트 3.8g,2780
2021-08-14 15:56:03.534969,색조메이크업,헤라 센슈얼 스파이시 누드 볼륨 매트 3.5g,16380
2021-08-14 15:56:03.534969,색조메이크업,맥 러스터 글래스 립스틱 3g,23630
2021-08-14 15:56:03.534969,색조메이크업,포렌코즈 타투 끌레르 벨벳 틴트 4g,8800
2021-08-14 15:56:03.534969,색조메이크업,미젤라화장품 플리다 바바래쉬 속눈썹영양제...,19900
2021-08-14 15:56:03.534969,색조메이크업,자라나 리치래쉬 앰플 5ml,25000
2021-08-14 15:56:03.534969,색조메이크업,메리쏘드 투톤 섀도우 0.9g,14600
